Số ĐKKD/MST,Tên công ty,Địa chỉ,Ngày thành lập,Ngày hoạt động,Trạng thái,Điện thoại,Người đại diện,Loại hình DN,Cập nhật lần cuối
0109241356-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH SẢN XUẤT VÀ ĐẦU TƯ TÂN TẠO - SỐ 1,"Số 49 Khu Phố 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",22/12/2020,23/12/2020,Ngừng Hoạt Động,0913054650,Đào Hồng Hải,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 25/04/2023."
0109245255-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH ĐẦU TƯ VIET-KAT - SỐ 1,"Số 49 Khu Phố 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",22/12/2020,23/12/2020,Ngừng Hoạt Động,0902134233,Nguyễn Thanh Khải,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 25/04/2023."
0109241282-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH ĐẦU TƯ NĂNG LƯỢNG XANH KAT - SỐ 1,"Số 49 Khu Phố 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",22/12/2020,23/12/2020,Ngừng Hoạt Động,0963442888,Nguyễn Thanh Khải,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 25/04/2023."
0107577329-001,CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN INCOM QUỐC TẾ,"Số 400, Quốc Lộ 1A, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",18/12/2020,18/12/2020,Ngừng Hoạt Động,N/A,Trần Diệu Nga,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 28/03/2022."
0316451633-001,CHI NHÁNH CÔNG TY TNHH ĐẦU TƯ NĂNG LƯỢNG KIM CƯƠNG,"Số 400, Quốc Lộ 1A, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",18/12/2020,18/12/2020,Ngừng Hoạt Động,N/A,Đặng Văn Thiết,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 08/12/2021."
1101972476,CÔNG TY TNHH TM DV VẬT TƯ XÂY DỰNG KIM ĐẠI PHÁT,"Ấp 4, Xã Phước Lợi, Huyện Bến Lức, Long An",18/12/2020,18/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0969193589,Trần Huỳnh Tam,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 15/03/2022."
0316449539-001,CHI NHÁNH CÔNG TY TNHH ĐẦU TƯ NĂNG LƯỢNG BIỂN ĐÔNG,"Số 400, Quốc Lộ 1A, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",18/12/2020,18/12/2020,Ngừng Hoạt Động,N/A,Nguyễn Đăng Thịnh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 08/12/2021."
0108786597-001,CHI NHÁNH CÔNG TY CỔ PHẦN IN ẤN XUẤT NHẬP KHẨU QUANG LÂM,"Số 400, Quốc Lộ 1A, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",18/12/2020,18/12/2020,Ngừng Hoạt Động,N/A,Vũ Kim Long,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 28/03/2022."
0316445245-001,CHI NHÁNH CÔNG TY TNHH ĐẦU TƯ NĂNG LƯỢNG PHÚ AN,"Số 400, Quốc Lộ 1A, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",18/12/2020,18/12/2020,Ngừng Hoạt Động,N/A,Hồ Văn Hào,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 08/12/2021."
0316485103-001,CHI NHÁNH CÔNG TY TNHH ĐẦU TƯ THIẾT THÀNH CÔNG,"Số 400, Quốc Lộ 1A, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",18/12/2020,18/12/2020,Ngừng Hoạt Động,N/A,Đặng Văn Thiết,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 22/12/2021."
0316488979-001,CHI NHÁNH CÔNG TY TNHH ĐẦU TƯ HÀO THÀNH ĐẠT,"Số 400, Quốc Lộ 1A, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",18/12/2020,18/12/2020,Ngừng Hoạt Động,N/A,Hồ Văn Hào,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 08/12/2021."
1101972349,CÔNG TY TNHH CONTRACT THUẬN CÔNG PHÁT,"Số 46 Đường Liên Ấp 7-8, Ấp 8, Xã Nhựt Chánh, Huyện Bến Lức, Long An",17/12/2020,17/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0946099479,Phan Hữu Hạnh,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 26/05/2021."
0316313739-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH SOGA SUN,"192 Nguyễn Văn Tuôi, Khu Phố 6, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",17/12/2020,21/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,028 3620 1286,Borries Plass,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/12/2022."
0316314228-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH SOGA WINTER,"192 Nguyễn Văn Tuôi, Khu Phố 6, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",17/12/2020,21/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,028 3620 1286,Borries Plass,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/12/2022."
0316312358-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH SOGA JUPITER,"192 Nguyễn Văn Tuôi, Khu Phố 6, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",17/12/2020,21/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,028 3620 1286,Borries Plass,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/12/2022."
0316312365-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH SOGA AUTUMN,"192 Nguyễn Văn Tuôi, Khu Phố 6, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",17/12/2020,21/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,028 3620 1286,Borries Plass,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/12/2022."
1101972067,CÔNG TY TNHH DỊCH VỤ XÔNG HƠI XOA BÓP TẤN PHÁT,"Số 133, Đường Tỉnh Lộ 835, Ấp 3A, Xã Phước Lợi, Huyện Bến Lức, Long An",16/12/2020,16/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0367818808,Tống Hoàng Huy,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 26/05/2021."
1101972130,CÔNG TY TNHH TM DV SONG PHẠM TIẾN,"39A/8 Khu Phố 10, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",16/12/2020,16/12/2020,Đang Hoạt Động,0933820729,Phạm Hữu Danh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 19/11/2021."
0302578950-002,CHI NHÁNH LONG AN - CÔNG TY TNHH VINA CLIO,"193 Hương Lộ 8, Ấp 3, Xã Tân Bửu, Huyện Bến Lức, Long An",15/12/2020,15/12/2020,Tạm Nghỉ Kinh Doanh Có Thời Hạn,0822282223,Nguyễn Đức Khanh,Công Ty TNHH 2 Thành Viên Trở Lên (100% Vốn ĐTNN),"Cập nhật lần cuối
ngày 13/08/2024."
3600674750-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH MỘT THÀNH VIÊN BÊ TÔNG PHAN VŨ - ĐỒNG NAI TẠI LONG AN,"Đường 830, Ấp 4, Xã Lương Bình, Huyện Bến Lức, Long An",15/12/2020,15/12/2020,Đang Hoạt Động,0985738927,Lê Thị Thanh Thủy,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 05/02/2021."
3100943483-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH BÊ TÔNG PHAN VŨ QUẢNG BÌNH TẠI LONG AN,"Đường 830, Ấp 4, Xã Lương Bình, Huyện Bến Lức, Long An",15/12/2020,01/01/2021,Đang Hoạt Động,0985178052,Nguyễn Quốc Hiếu,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 15/04/2021."
0800292048-002,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN BÊ TÔNG PHAN VŨ HẢI DƯƠNG TẠI LONG AN,"Đường 830, Ấp 4, Xã Lương Bình, Huyện Bến Lức, Long An",15/12/2020,31/12/2020,Đang Hoạt Động,0963022468,Hồ Khắc Thuận,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 05/02/2021."
3100943483-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH BÊ TÔNG PHAN VŨ QUẢNG BÌNH TẠI LONG AN,"Đường 830, Ấp 4, Xã Lương Bình, Huyện Bến Lức, Long An",15/12/2020,01/01/2021,Đang Hoạt Động,0985178052,Nguyễn Quốc Hiếu,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 15/04/2021."
1101971680,CÔNG TY TNHH DỊCH VỤ NGUYỄN QUANG PHÚC,"Đường 4A, Khu Dân Cư Đường 10, Ấp Tấn Long, Xã Thanh Phú, Huyện Bến Lức, Long An",14/12/2020,14/12/2020,Đang Hoạt Động,0396039639,Nguyễn Quang Phúc,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 15/07/2024."
1101971377,CÔNG TY CỔ PHẦN H-HOLDINGS,"128H � 128G Ấp Chợ Khu 1, Xã Phước Lợi, Huyện Bến Lức, Long An",14/12/2020,14/12/2020,Đang Hoạt Động,0967 796 379,Nguyễn Thị Thúy Nhung,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 26/03/2023."
1101973790,TRUNG TÂM NGOẠI NGỮ AN AN,"199B Ấp 2, Xã Tân Bửu, Huyện Bến Lức, Long An",10/12/2020,10/12/2020,Đang Hoạt Động,0903044320,Nguyễn Đình Dũng,Các Tổ Chức Kinh Tế Khác,"Cập nhật lần cuối
ngày 09/03/2022."
1101971352,CÔNG TY TNHH KINH DOANH VÀNG TRANG SỨC KIM LONG CẦU KINH,"Ấp 7, Xã Nhựt Chánh, Huyện Bến Lức, Long An",10/12/2020,10/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0388392243,Trương Văn Nhàn,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 10/12/2021."
1101959316-003,CÔNG TY TNHH MASSAGE THANH BÌNH TOKYO - CHI NHÁNH HỒNG VIỆT,"207, Đường Phan Văn Mảng, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",09/12/2020,09/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0934925738,Nguyễn Lưu Bình,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 30/08/2022."
1101971257,CÔNG TY TNHH CÔNG NGHỆ ĐIỆN MINH NGHĨA,"Đt 835B, Ấp 1, Xã Mỹ Yên, Huyện Bến Lức, Long An",09/12/2020,09/12/2020,Đang Hoạt Động,0931990278,Phạm Thành Danh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/04/2024."
1101971218,CÔNG TY TNHH ĐẦU TƯ NĂNG LƯỢNG MINH BẮC,"Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",09/12/2020,09/12/2020,Đang Hoạt Động,0931990278,Phạm Thành Danh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/04/2024."
1101971338,CÔNG TY TNHH ĐẦU TƯ NĂNG LƯỢNG MINH BẢO,"Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",09/12/2020,09/12/2020,Ngừng Hoạt Động,0934732586,Nguyễn Thị Út,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 11/10/2023."
1101971176,CÔNG TY TNHH ĐẦU TƯ NĂNG LƯỢNG MINH TÍN,"Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",09/12/2020,09/12/2020,Đang Hoạt Động,0934732586,Trần Ngọc Hoàng Linh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 17/12/2020."
0109384717-008,CHI NHÁNH LONG AN � CÔNG TY CỔ PHẦN TẬP ĐOÀN TÀI CHÍNH T99,"Số 81 Nguyễn Hữu Thọ, Kp3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",09/12/2020,09/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Lê Xuân Việt,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 31/05/2022."
1101971190,CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ NHẬT THÔNG,"Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",09/12/2020,09/12/2020,Đang Hoạt Động,0931990278,Phạm Thành Danh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/04/2024."
1101971112,CÔNG TY TNHH ĐẦU TƯ NĂNG LƯỢNG MINH NAM,"Đt 835B, Ấp 1, Xã Mỹ Yên, Huyện Bến Lức, Long An",08/12/2020,08/12/2020,Đang Hoạt Động,0931990278,Phạm Thành Danh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/04/2024."
0313705992-003,CHI NHÁNH CÔNG TY TNHH SẢN XUẤT XUẤT NHẬP KHẨU LƯƠNG THỰC TRƯỜNG THUẬN PHÚ,"199A7 Ấp Thanh Hiệp, Xã Thanh Phú, Huyện Bến Lức, Long An",08/12/2020,08/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Võ Thị Ánh Tuyết,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/05/2023."
1101970983,CÔNG TY TNHH CƠ ĐIỆN LẠNH TRẦN THỊNH,"101/1 Quốc Lộ 1A, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",08/12/2020,08/12/2020,Đang Hoạt Động,0329438126,Trần Công Thịnh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 26/05/2022."
1101971105,CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ MINH TÂY,"Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",08/12/2020,08/12/2020,Đang Hoạt Động,0931990278,Phạm Thành Danh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/04/2024."
5900407118-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ XÂY DỰNG ĐIỆN PHAN VŨ TẠI LONG AN,"Đường 830, Ấp 4, Xã Lương Bình, Huyện Bến Lức, Long An",08/12/2020,11/12/2020,Đang Hoạt Động,N/A,Đặng Quang Hào,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/03/2021."
1101970599,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG PHAN HUỲNH,"Ấp 9, Xã Lương Hòa, Huyện Bến Lức, Long An",07/12/2020,07/12/2020,Đang Hoạt Động,02723873267,Phan Thị Thu Ngân,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 05/08/2024."
0313811359-002,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH H2O LOGISTICS,"Lô A5, Đường Số 1, Kcn Phúc Long., Xã Long Hiệp, Huyện Bến Lức, Long An",07/12/2020,21/12/2020,Ngừng Hoạt Động,0917693768,Đặng Kim Tùng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 24/02/2023."
3702920275-001,ĐỊA ĐIỂM KINH DOANH SỐ 1 - CÔNG TY TNHH MTV THƯƠNG MẠI DỊCH VỤ SONG PHÁT,"09 Đường Số 1, Khu Dân Cư Mai Thị Non, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",03/12/2020,21/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Đoàn Xuân Sáng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 20/04/2022."
0314260538-003,CÔNG TY CỔ PHẦN NĂNG LƯỢNG PALMA - ĐỊA ĐIỂM KINH DOANH BẾN LỨC,"Thửa Đất Số 81, Tờ Bản Đồ Số 1-27, Đường Nguyễn Hữu Thọ, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",03/12/2020,21/12/2020,Đang Hoạt Động,0903023369,Nguyễn Lê Quốc Tuấn,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 21/12/2020."
0314260538-004,CÔNG TY CỔ PHẦN NĂNG LƯỢNG PALMA - ĐỊA ĐIỂM KINH DOANH GÒ ĐEN,"Thửa Đất Số 31, Tờ Bản Đồ 10, Xã Phước Lợi, Huyện Bến Lức, Long An",03/12/2020,21/12/2020,Đang Hoạt Động,0903023369,Nguyễn Lê Quốc Tuấn,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 21/12/2020."
1101970373,CÔNG TY TNHH KHÓM THIÊN PHƯỚC,"133/2 Ấp 1A, Xã An Thạnh, Huyện Bến Lức, Long An",02/12/2020,02/12/2020,Đang Hoạt Động,0983089376,Nguyễn Ngọc Thạnh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 29/02/2024."
1101970158,CÔNG TY TNHH VINA STEEL SUCCESS,"Ấp 1, Xã Mỹ Yên, Huyện Bến Lức, Long An",01/12/2020,01/12/2020,Đang Hoạt Động,N/A,Nguyễn Thị Ngọc Hạnh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 04/11/2021."
1101970052,CÔNG TY TNHH SX XNK GIFA FOODS,"Lô D1-3, Đường Vl4, Kcn Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Long An",30/11/2020,30/11/2020,Đang Hoạt Động,N/A,Nguyễn Trường Giang,"Công Ty TNHH 2 TV Trở Lên Không Có Vốn Nhà Nước, Có Vốn Nước Ngoài Dưới 51%","Cập nhật lần cuối
ngày 01/12/2023."
0313081261-002,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT KHANG NAM - ĐỊA ĐIỂM KINH DOANH SỐ 2,"Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",30/11/2020,17/12/2020,Đang Hoạt Động,N/A,Võ Hoàng Vân,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 17/12/2020."
0316497589-001,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN NĂNG LƯỢNG SUNLAND,"147A Tỉnh Lộ 830, Ấp 9, Xã Lương Hòa, Huyện Bến Lức, Long An",26/11/2020,24/12/2020,Ngừng Hoạt Động,N/A,Phạm Thị Hường,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 27/10/2021."
1101969586,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHIỆP PHÚC LONG,"Số 396, Quốc Lộ 1A, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",25/11/2020,25/11/2020,Đang Hoạt Động,02723655705/ 02723,Mai Trí Hiếu,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 03/05/2024."
1101982259,TRUNG TÂM NGOẠI NGỮ GIA MINH 2,"14 Đường 14 Kdc Đường 10, Khu Phố 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",24/11/2020,01/01/2021,Đang Hoạt Động,0982790489,Phạm Thị Thùy Dung,Các Tổ Chức Kinh Tế Khác,"Cập nhật lần cuối
ngày 02/04/2021."
1101969508,CÔNG TY TNHH THỜI TRANG BẢO HÀ,"Ấp 5, Xã Thạnh Lợi, Huyện Bến Lức, Long An",24/11/2020,24/11/2020,Ngừng Hoạt Động,0908293490,Trần Thị Bảo Hà,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 28/10/2022."
1101969314,CÔNG TY TNHH TM DV PHÂN PHỐI VỎ XE HOÀNG LỢI,"Số 235 Quốc Lộ 1A, Khu Phố 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",23/11/2020,23/11/2020,Đang Hoạt Động,0913816189,Phạm Tấn Hoàng,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 06/01/2022."
0301049150-033,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ PHÁT TIẾN,"240-242 Quốc Lộ 1A, Khu Phố 7, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",23/11/2020,23/11/2020,Ngừng Hoạt Động,N/A,Nguyễn Phi Sơn,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 01/04/2024."
0312174650-001,ĐỊA ĐIỂM KINH DOANH - CỬA HÀNG KINH DOANH XĂNG DẦU THẠNH LỢI,"Đường Bình Đức - Bình Hòa Nam, Ấp 5, Xã Thạnh Lợi, Huyện Bến Lức, Long An",23/11/2020,17/12/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Nguyễn Thị Thanh Tâm,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 26/05/2021."
1101969265,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ OMG LONG AN,"Thửa 1477, 1492, Tờ Bản Đồ Số 1, Ấp 5, Xã Phước Lợi, Huyện Bến Lức, Long An",23/11/2020,23/11/2020,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,N/A,Trần Hoàn Hà,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 26/05/2021."
1101969297,CÔNG TY TNHH ĐẦU TƯ NĂNG LƯỢNG NHẬT BẢO,"Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",23/11/2020,23/11/2020,Đang Hoạt Động,0931990278,Phạm Thành Danh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/04/2024."
1101969219,CÔNG TY CỔ PHẦN TOMOTO,"Lô B2/1-6 Đường Vl1, Kcn Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Long An",20/11/2020,20/11/2020,Đang Hoạt Động,N/A,Từ Nguyễn Dy Uyên,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 15/03/2022."
1101968783,CÔNG TY TNHH SẢN XUẤT KINH DOANH THƯƠNG MẠI DỊCH VỤ VĨNH PHÚ LONG AN,"02A2 Ấp Thanh Hiệp, Xã Thanh Phú, Huyện Bến Lức, Long An",20/11/2020,20/11/2020,Đang Hoạt Động,N/A,Lê Gia Lệ,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 23/11/2020."
1101968744,CÔNG TY TNHH THÉP BẢO GIA KHANG,"Số 06-08, Đường Số 14, Kdc Nam Long, Ấp 4, Xã An Thạnh, Huyện Bến Lức, Long An",18/11/2020,20/11/2020,Đang Hoạt Động,N/A,Huỳnh Ngọc Quí,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 09/12/2020."
0306287487-006,KHO CHỨA HÀNG-CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU TÂN TRƯỜNG PHÁT,"Ấp 4, Xã Tân Bửu, Huyện Bến Lức, Long An",18/11/2020,17/12/2020,Ngừng Hoạt Động,0839616752,Huỳnh Tố Tâm,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/05/2023."
1101968800,CÔNG TY TNHH MTV GIẦY ZHONG XIN,"Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",18/11/2020,20/11/2020,Đang Hoạt Động,0928566338,Trần Thị Thùy Dung,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 03/10/2023."
0305755968-021,ĐĐKD SAN HÀ - CH NGUYỄN TRUNG TRỰC,"Kp8, Nguyễn Trung Trực, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",17/11/2020,17/11/2020,Ngừng Hoạt Động,0909311458,Phạm Thị Ngọc Hà,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 13/10/2023."
0315986604-001,CÔNG TY TNHH MAYZER - ĐỊA ĐIỂM KINH DOANH TẠI LONG AN,"Ấp 1A, Xã An Thạnh, Huyện Bến Lức, Long An",16/11/2020,17/12/2020,Ngừng Hoạt Động,N/A,Đỗ Minh Ngọc,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 20/09/2023."
1101968335,CÔNG TY TNHH VŨ HỮU NHỰT ĐỨC HÒA,"Số 829, Ấp 1, Xã Lương Bình, Huyện Bến Lức, Long An",13/11/2020,13/11/2020,Tạm Nghỉ Kinh Doanh Có Thời Hạn,0938873685,Nguyễn Văn Vũ,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 08/01/2024."
1101968328,CÔNG TY TNHH CƠ KHÍ VĨ AN PHÁT,"Số Nhà 152, Quốc Lộ 1A, Khu Phố 7, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",13/11/2020,13/11/2020,Đang Hoạt Động,0933558850,Võ Văn Vĩ,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/11/2020."
